start creating config files...
update config files success
Computational complexity:       4.12 GMac
Number of parameters:           23.92 M 
no checkpoints
[0][0/750]	Loss:5.26883	Lr:0.001000	Data:0594ms	Train:0089ms	Mem:1.01Gb	Prec@1:0.0000
[31][0/725]	Loss:1.33099	Lr:0.000000	Data:0630ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[31][50/725]	Loss:0.02708	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8505
[31][100/725]	Loss:0.22994	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7859
[31][150/725]	Loss:0.90299	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7873
[31][200/725]	Loss:1.07492	Lr:0.000000	Data:0017ms	Train:0032ms	Mem:1.06Gb	Prec@1:0.8047
[31][250/725]	Loss:3.58461	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7824
[31][300/725]	Loss:0.01955	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7986
[31][350/725]	Loss:0.07407	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8091
[31][400/725]	Loss:0.17646	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8070
[31][450/725]	Loss:1.88239	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7977
[31][500/725]	Loss:0.00111	Lr:0.000000	Data:0010ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7977
[31][550/725]	Loss:0.92003	Lr:0.000000	Data:0030ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7913
[31][600/725]	Loss:0.20010	Lr:0.000000	Data:0016ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7995
[31][650/725]	Loss:1.98062	Lr:0.000000	Data:0015ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8045
[31][700/725]	Loss:0.03261	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8121
Train Prec@1:0.8829	Val Prec@1:0.8124
BestV Prec@1:0.8131	Best Epoch:29
[32][0/750]	Loss:0.09711	Lr:0.000100	Data:0545ms	Train:0074ms	Mem:1.06Gb	Prec@1:1.0000
[32][150/750]	Loss:0.44478	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.9048
[32][300/750]	Loss:0.01628	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.9007
[32][450/750]	Loss:0.13563	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8922
[32][600/750]	Loss:0.21517	Lr:0.000100	Data:0001ms	Train:0077ms	Mem:1.06Gb	Prec@1:0.8885
[32][0/725]	Loss:0.87846	Lr:0.000000	Data:0605ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7500
[32][50/725]	Loss:0.03483	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8480
[32][100/725]	Loss:0.21107	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7995
[32][150/725]	Loss:0.81078	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7914
[32][200/725]	Loss:0.87958	Lr:0.000000	Data:0033ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8128
[32][250/725]	Loss:3.49996	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7903
[32][300/725]	Loss:0.02504	Lr:0.000000	Data:0020ms	Train:0041ms	Mem:1.06Gb	Prec@1:0.8036
[32][350/725]	Loss:0.07546	Lr:0.000000	Data:0010ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8134
[32][400/725]	Loss:0.15053	Lr:0.000000	Data:0018ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8111
[32][450/725]	Loss:2.45925	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8010
[32][500/725]	Loss:0.00132	Lr:0.000000	Data:0012ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.8014
[32][550/725]	Loss:0.66417	Lr:0.000000	Data:0020ms	Train:0034ms	Mem:1.06Gb	Prec@1:0.7947
[32][600/725]	Loss:0.31603	Lr:0.000000	Data:0016ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8037
[32][650/725]	Loss:1.79752	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8076
[32][700/725]	Loss:0.02533	Lr:0.000000	Data:0011ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8154
Train Prec@1:0.8854	Val Prec@1:0.8167
BestV Prec@1:0.8167	Best Epoch:32
[33][0/750]	Loss:0.25457	Lr:0.000100	Data:0632ms	Train:0069ms	Mem:1.06Gb	Prec@1:0.8750
[33][150/750]	Loss:0.25345	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8916
[33][300/750]	Loss:1.35256	Lr:0.000100	Data:0007ms	Train:0103ms	Mem:1.06Gb	Prec@1:0.8891
[33][450/750]	Loss:0.55121	Lr:0.000100	Data:0001ms	Train:0082ms	Mem:1.06Gb	Prec@1:0.8883
[33][600/750]	Loss:0.21027	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8848
[33][0/725]	Loss:1.21657	Lr:0.000000	Data:0616ms	Train:0012ms	Mem:1.06Gb	Prec@1:0.7500
[33][50/725]	Loss:0.02692	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8407
[33][100/725]	Loss:0.43068	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7958
[33][150/725]	Loss:0.82968	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7922
[33][200/725]	Loss:0.92196	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8078
[33][250/725]	Loss:3.66451	Lr:0.000000	Data:0019ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7844
[33][300/725]	Loss:0.01865	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8007
[33][350/725]	Loss:0.07708	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8116
[33][400/725]	Loss:0.10433	Lr:0.000000	Data:0011ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8083
[33][450/725]	Loss:1.43933	Lr:0.000000	Data:0027ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8007
[33][500/725]	Loss:0.00087	Lr:0.000000	Data:0023ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8031
[33][550/725]	Loss:0.59209	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7951
[33][600/725]	Loss:0.17892	Lr:0.000000	Data:0036ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8028
[33][650/725]	Loss:1.87684	Lr:0.000000	Data:0021ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8074
[33][700/725]	Loss:0.03780	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8149
Train Prec@1:0.8847	Val Prec@1:0.8164
BestV Prec@1:0.8167	Best Epoch:32
[34][0/750]	Loss:0.31124	Lr:0.000100	Data:0589ms	Train:0062ms	Mem:1.06Gb	Prec@1:0.8750
[34][150/750]	Loss:0.03503	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8717
[34][300/750]	Loss:1.09565	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8708
[34][450/750]	Loss:0.08960	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8750
[34][600/750]	Loss:0.55195	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8771
[34][0/725]	Loss:1.04714	Lr:0.000000	Data:0626ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[34][50/725]	Loss:0.00786	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8431
[34][100/725]	Loss:0.27899	Lr:0.000000	Data:0028ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7834
[34][150/725]	Loss:0.83396	Lr:0.000000	Data:0016ms	Train:0013ms	Mem:1.06Gb	Prec@1:0.7823
[34][200/725]	Loss:0.84861	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8004
[34][250/725]	Loss:3.64210	Lr:0.000000	Data:0023ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7779
[34][300/725]	Loss:0.02095	Lr:0.000000	Data:0017ms	Train:0030ms	Mem:1.06Gb	Prec@1:0.7949
[34][350/725]	Loss:0.09993	Lr:0.000000	Data:0021ms	Train:0019ms	Mem:1.06Gb	Prec@1:0.8052
[34][400/725]	Loss:0.12926	Lr:0.000000	Data:0012ms	Train:0024ms	Mem:1.06Gb	Prec@1:0.8021
[34][450/725]	Loss:1.75330	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7943
[34][500/725]	Loss:0.00078	Lr:0.000000	Data:0016ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7962
[34][550/725]	Loss:0.34965	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7908
[34][600/725]	Loss:0.18973	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7987
[34][650/725]	Loss:1.75771	Lr:0.000000	Data:0019ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8041
[34][700/725]	Loss:0.02889	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8117
Train Prec@1:0.8832	Val Prec@1:0.8133
BestV Prec@1:0.8167	Best Epoch:32
[35][0/750]	Loss:0.14005	Lr:0.000100	Data:0632ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8750
[35][150/750]	Loss:0.23309	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8783
[35][300/750]	Loss:2.41024	Lr:0.000100	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8858
[35][450/750]	Loss:0.16182	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8833
[35][600/750]	Loss:0.56394	Lr:0.000100	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8848
[35][0/725]	Loss:1.19457	Lr:0.000000	Data:0602ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.6250
[35][50/725]	Loss:0.03745	Lr:0.000000	Data:0017ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8578
[35][100/725]	Loss:0.31352	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7958
[35][150/725]	Loss:0.96197	Lr:0.000000	Data:0012ms	Train:0012ms	Mem:1.06Gb	Prec@1:0.7864
[35][200/725]	Loss:0.64335	Lr:0.000000	Data:0018ms	Train:0029ms	Mem:1.06Gb	Prec@1:0.8041
[35][250/725]	Loss:3.53929	Lr:0.000000	Data:0011ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7814
[35][300/725]	Loss:0.04286	Lr:0.000000	Data:0030ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7961
[35][350/725]	Loss:0.09650	Lr:0.000000	Data:0009ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.8084
[35][400/725]	Loss:0.17683	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8080
[35][450/725]	Loss:1.80122	Lr:0.000000	Data:0013ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8010
[35][500/725]	Loss:0.00068	Lr:0.000000	Data:0023ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8011
[35][550/725]	Loss:0.91008	Lr:0.000000	Data:0031ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7954
[35][600/725]	Loss:0.19902	Lr:0.000000	Data:0018ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8028
[35][650/725]	Loss:1.89584	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8072
[35][700/725]	Loss:0.03225	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8154
Train Prec@1:0.8856	Val Prec@1:0.8162
BestV Prec@1:0.8167	Best Epoch:32
[36][0/750]	Loss:0.05734	Lr:0.000010	Data:0581ms	Train:0102ms	Mem:1.06Gb	Prec@1:1.0000
[36][150/750]	Loss:0.19215	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8974
[36][300/750]	Loss:0.10467	Lr:0.000010	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8887
[36][450/750]	Loss:0.04686	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8911
[36][600/750]	Loss:0.27729	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8879
[36][0/725]	Loss:1.29923	Lr:0.000000	Data:0640ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[36][50/725]	Loss:0.05108	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8554
[36][100/725]	Loss:0.34561	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7946
[36][150/725]	Loss:1.02166	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7856
[36][200/725]	Loss:0.56935	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8035
[36][250/725]	Loss:3.88168	Lr:0.000000	Data:0019ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7789
[36][300/725]	Loss:0.03941	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7957
[36][350/725]	Loss:0.02908	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8063
[36][400/725]	Loss:0.17654	Lr:0.000000	Data:0011ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.8024
[36][450/725]	Loss:1.77837	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7941
[36][500/725]	Loss:0.00057	Lr:0.000000	Data:0013ms	Train:0029ms	Mem:1.06Gb	Prec@1:0.7942
[36][550/725]	Loss:0.60061	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7877
[36][600/725]	Loss:0.34559	Lr:0.000000	Data:0023ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.7962
[36][650/725]	Loss:1.86262	Lr:0.000000	Data:0036ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8018
[36][700/725]	Loss:0.03460	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8092
Train Prec@1:0.8897	Val Prec@1:0.8103
BestV Prec@1:0.8167	Best Epoch:32
[37][0/750]	Loss:0.19577	Lr:0.000010	Data:0573ms	Train:0065ms	Mem:1.06Gb	Prec@1:1.0000
[37][150/750]	Loss:0.36980	Lr:0.000010	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8965
[37][300/750]	Loss:0.08190	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8929
[37][450/750]	Loss:1.35140	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8922
[37][600/750]	Loss:0.88017	Lr:0.000010	Data:0004ms	Train:0087ms	Mem:1.06Gb	Prec@1:0.8894
[37][0/725]	Loss:1.20181	Lr:0.000000	Data:0597ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[37][50/725]	Loss:0.06273	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8652
[37][100/725]	Loss:0.24592	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7946
[37][150/725]	Loss:0.76745	Lr:0.000000	Data:0020ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7939
[37][200/725]	Loss:0.53499	Lr:0.000000	Data:0013ms	Train:0040ms	Mem:1.06Gb	Prec@1:0.8097
[37][250/725]	Loss:4.03980	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7874
[37][300/725]	Loss:0.02796	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8007
[37][350/725]	Loss:0.02306	Lr:0.000000	Data:0010ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8116
[37][400/725]	Loss:0.22594	Lr:0.000000	Data:0010ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8074
[37][450/725]	Loss:2.38236	Lr:0.000000	Data:0010ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7985
[37][500/725]	Loss:0.00058	Lr:0.000000	Data:0022ms	Train:0038ms	Mem:1.06Gb	Prec@1:0.7984
[37][550/725]	Loss:1.03081	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7913
[37][600/725]	Loss:0.34873	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7997
[37][650/725]	Loss:2.00599	Lr:0.000000	Data:0014ms	Train:0034ms	Mem:1.06Gb	Prec@1:0.8051
[37][700/725]	Loss:0.03093	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8128
Train Prec@1:0.8894	Val Prec@1:0.8143
BestV Prec@1:0.8167	Best Epoch:32
[38][0/750]	Loss:0.42982	Lr:0.000010	Data:0601ms	Train:0076ms	Mem:1.06Gb	Prec@1:0.8750
[38][150/750]	Loss:0.10124	Lr:0.000010	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8990
[38][300/750]	Loss:0.99484	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8970
[38][450/750]	Loss:0.30434	Lr:0.000010	Data:0003ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8922
[38][600/750]	Loss:0.09366	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8952
[38][0/725]	Loss:1.12093	Lr:0.000000	Data:0610ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7500
[38][50/725]	Loss:0.04790	Lr:0.000000	Data:0025ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8554
[38][100/725]	Loss:0.33813	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7946
[38][150/725]	Loss:0.81463	Lr:0.000000	Data:0023ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7881
[38][200/725]	Loss:0.74325	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8060
[38][250/725]	Loss:3.28773	Lr:0.000000	Data:0023ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7819
[38][300/725]	Loss:0.02912	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7982
[38][350/725]	Loss:0.04591	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8098
[38][400/725]	Loss:0.15953	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8070
[38][450/725]	Loss:2.12391	Lr:0.000000	Data:0019ms	Train:0039ms	Mem:1.06Gb	Prec@1:0.7988
[38][500/725]	Loss:0.00098	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7987
[38][550/725]	Loss:0.91580	Lr:0.000000	Data:0013ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7920
[38][600/725]	Loss:0.22137	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8005
[38][650/725]	Loss:1.89139	Lr:0.000000	Data:0022ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8057
[38][700/725]	Loss:0.04822	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8137
Train Prec@1:0.8937	Val Prec@1:0.8148
BestV Prec@1:0.8167	Best Epoch:32
[39][0/750]	Loss:0.25599	Lr:0.000010	Data:0562ms	Train:0063ms	Mem:1.06Gb	Prec@1:1.0000
[39][150/750]	Loss:0.70445	Lr:0.000010	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8982
[39][300/750]	Loss:0.07910	Lr:0.000010	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8908
[39][450/750]	Loss:0.68581	Lr:0.000010	Data:0002ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8911
[39][600/750]	Loss:0.13966	Lr:0.000010	Data:0008ms	Train:0106ms	Mem:1.06Gb	Prec@1:0.8931
[39][0/725]	Loss:1.01966	Lr:0.000000	Data:0602ms	Train:0012ms	Mem:1.06Gb	Prec@1:0.7500
[39][50/725]	Loss:0.02607	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8456
[39][100/725]	Loss:0.20284	Lr:0.000000	Data:0011ms	Train:0037ms	Mem:1.06Gb	Prec@1:0.7958
[39][150/725]	Loss:0.83292	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7939
[39][200/725]	Loss:0.53068	Lr:0.000000	Data:0019ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8159
[39][250/725]	Loss:3.48858	Lr:0.000000	Data:0023ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7908
[39][300/725]	Loss:0.02928	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8044
[39][350/725]	Loss:0.04647	Lr:0.000000	Data:0021ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.8141
[39][400/725]	Loss:0.19229	Lr:0.000000	Data:0016ms	Train:0044ms	Mem:1.06Gb	Prec@1:0.8111
[39][450/725]	Loss:1.69988	Lr:0.000000	Data:0018ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8043
[39][500/725]	Loss:0.00065	Lr:0.000000	Data:0016ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.8039
[39][550/725]	Loss:0.75872	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7967
[39][600/725]	Loss:0.27964	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8037
[39][650/725]	Loss:1.86870	Lr:0.000000	Data:0013ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.8084
[39][700/725]	Loss:0.04028	Lr:0.000000	Data:0011ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.8160
Train Prec@1:0.8921	Val Prec@1:0.8174
BestV Prec@1:0.8174	Best Epoch:39
$HOME=/home/liuhaiyang
CONFIGDIR=/home/liuhaiyang/.config/matplotlib
matplotlib data path: /home/liuhaiyang/.conda/envs/pt36/lib/python3.6/site-packages/matplotlib/mpl-data
loaded rc file /home/liuhaiyang/.conda/envs/pt36/lib/python3.6/site-packages/matplotlib/mpl-data/matplotlibrc
matplotlib version 3.0.3
interactive is False
platform is linux
